Customer_ID,Join_Date,Plan_Type,MRR,Support_Tickets_Per_Month,Feature_Usage_Score,Tenure_Months,Churned
CUST-5160,2023-12-24,Startup (Monthly),5000,2,56.4,21,1
CUST-5161,2023-11-04,Startup (Monthly),5000,2,91.4,10,1
CUST-5162,2025-12-01,Startup (Monthly),5000,3,49.7,1,0
CUST-5163,2024-08-17,Startup (Monthly),5000,1,40.6,12,1
CUST-5164,2024-03-22,Enterprise (Annual),25000,2,63.5,3,1
CUST-5165,2024-11-20,Enterprise (Annual),25000,2,45.8,8,1
CUST-5166,2024-09-01,Enterprise (Annual),25000,1,71.5,16,0
CUST-5167,2023-02-28,Startup (Monthly),5000,2,47.2,10,1
CUST-5168,2025-12-25,Enterprise (Annual),25000,1,12.6,1,0
CUST-5169,2023-04-26,Startup (Monthly),5000,1,80.3,6,1
CUST-5170,2024-02-06,Startup (Monthly),5000,3,69.5,23,0
CUST-5171,2025-11-27,Enterprise (Annual),25000,2,76.3,1,0
CUST-5172,2023-03-03,Startup (Monthly),5000,1,56.3,6,1
CUST-5173,2024-08-21,Startup (Monthly),5000,3,45.7,8,1
CUST-5174,2023-01-13,Enterprise (Annual),25000,4,48.4,11,1
CUST-5175,2025-11-02,Startup (Monthly),5000,1,58.1,1,1
CUST-5176,2024-03-05,Enterprise (Annual),25000,4,72.5,22,0
CUST-5177,2023-08-22,Enterprise (Annual),25000,2,48.0,5,1
CUST-5178,2025-07-14,Startup (Monthly),5000,1,70.3,4,1
CUST-5179,2024-10-17,Startup (Monthly),5000,0,62.7,14,0
CUST-5180,2023-08-15,Enterprise (Annual),25000,1,31.2,29,0
CUST-5181,2024-10-14,Enterprise (Annual),25000,1,54.4,6,1
CUST-5182,2023-05-22,Startup (Monthly),5000,5,57.0,1,1
CUST-5183,2023-11-07,Startup (Monthly),5000,2,48.8,5,1
CUST-5184,2024-12-10,Startup (Monthly),5000,3,48.3,2,1
CUST-5185,2024-05-04,Startup (Monthly),5000,3,63.8,17,1
CUST-5186,2025-08-05,Startup (Monthly),5000,2,66.6,4,0
CUST-5187,2024-11-01,Enterprise (Annual),25000,1,35.4,10,1
CUST-5188,2023-03-22,Enterprise (Annual),25000,3,56.7,33,0
CUST-5189,2023-11-23,Enterprise (Annual),25000,3,72.9,25,0
CUST-5190,2023-11-30,Startup (Monthly),5000,2,51.2,10,1
CUST-5191,2023-05-27,Startup (Monthly),5000,2,75.9,8,1
CUST-5192,2025-05-31,Startup (Monthly),5000,0,45.3,6,1
CUST-5193,2023-08-31,Startup (Monthly),5000,1,38.1,28,0
CUST-5194,2025-11-28,Startup (Monthly),5000,6,50.6,1,0
CUST-5195,2024-01-17,Startup (Monthly),5000,2,52.0,1,1
CUST-5196,2023-11-17,Startup (Monthly),5000,1,68.0,25,0
CUST-5197,2025-06-07,Startup (Monthly),5000,1,58.8,6,0
CUST-5198,2025-03-28,Startup (Monthly),5000,0,70.6,2,1
CUST-5199,2024-04-29,Startup (Monthly),5000,2,26.2,1,1
CUST-5200,2024-09-04,Startup (Monthly),5000,0,16.9,1,1
CUST-5201,2025-08-20,Enterprise (Annual),25000,1,76.1,4,0
CUST-5202,2025-05-22,Enterprise (Annual),25000,3,86.7,7,0
CUST-5203,2024-01-19,Startup (Monthly),5000,2,53.8,5,1
CUST-5204,2023-03-26,Startup (Monthly),5000,3,77.1,9,1
CUST-5205,2025-11-20,Enterprise (Annual),25000,2,57.4,1,0
CUST-5206,2025-09-14,Startup (Monthly),5000,3,71.1,3,0
CUST-5207,2024-08-18,Enterprise (Annual),25000,3,56.7,6,1
CUST-5208,2025-07-29,Enterprise (Annual),25000,1,84.4,5,0
CUST-5209,2023-01-26,Startup (Monthly),5000,1,98.1,35,0
CUST-5210,2024-12-12,Enterprise (Annual),25000,1,52.8,12,0
CUST-5211,2023-12-26,Startup (Monthly),5000,0,68.8,24,0
CUST-5212,2023-12-21,Startup (Monthly),5000,3,57.3,24,0
CUST-5213,2025-03-28,Startup (Monthly),5000,4,53.2,9,0
CUST-5214,2023-06-08,Enterprise (Annual),25000,7,71.8,11,1
CUST-5215,2024-10-11,Startup (Monthly),5000,1,59.4,12,1
CUST-5216,2025-05-11,Startup (Monthly),5000,2,77.0,1,1
CUST-5217,2025-03-06,Enterprise (Annual),25000,1,83.0,10,0
CUST-5218,2025-07-10,Startup (Monthly),5000,5,55.5,2,1
CUST-5219,2023-04-04,Startup (Monthly),5000,2,52.5,3,1
CUST-5220,2024-11-23,Startup (Monthly),5000,2,65.1,11,1
CUST-5221,2024-04-27,Startup (Monthly),5000,0,92.3,14,1
CUST-5222,2025-06-17,Startup (Monthly),5000,2,68.0,6,0
CUST-5223,2023-05-09,Startup (Monthly),5000,3,20.5,1,1
CUST-5224,2023-01-05,Enterprise (Annual),25000,1,64.2,1,1
CUST-5225,2025-06-04,Enterprise (Annual),25000,2,68.4,7,0
CUST-5226,2024-11-24,Startup (Monthly),5000,2,66.9,11,1
CUST-5227,2024-04-13,Startup (Monthly),5000,1,90.1,20,0
CUST-5228,2025-06-03,Startup (Monthly),5000,1,56.5,7,0
CUST-5229,2023-12-18,Enterprise (Annual),25000,4,48.3,4,1
CUST-5230,2023-12-21,Enterprise (Annual),25000,2,35.8,16,1
CUST-5231,2024-02-27,Enterprise (Annual),25000,2,93.5,6,1
CUST-5232,2023-05-06,Startup (Monthly),5000,2,29.3,4,1
CUST-5233,2023-03-30,Enterprise (Annual),25000,1,71.7,1,1
CUST-5234,2025-06-18,Startup (Monthly),5000,1,63.5,3,1
CUST-5235,2025-02-06,Enterprise (Annual),25000,5,100.0,1,1
CUST-5236,2024-09-12,Startup (Monthly),5000,2,72.3,9,1
CUST-5237,2025-05-22,Startup (Monthly),5000,0,48.4,2,1
CUST-5238,2025-02-20,Startup (Monthly),5000,2,81.4,10,0
CUST-5239,2024-07-15,Startup (Monthly),5000,1,52.7,17,0
CUST-5240,2024-02-02,Startup (Monthly),5000,2,52.6,9,1
CUST-5241,2023-03-04,Startup (Monthly),5000,1,75.5,7,1
CUST-5242,2025-04-04,Enterprise (Annual),25000,2,70.3,9,0
CUST-5243,2025-12-05,Enterprise (Annual),25000,2,59.9,1,0
CUST-5244,2025-04-25,Enterprise (Annual),25000,1,34.2,8,0
CUST-5245,2025-08-16,Enterprise (Annual),25000,0,65.8,4,1
CUST-5246,2024-11-01,Startup (Monthly),5000,3,68.6,6,1
CUST-5247,2025-08-12,Startup (Monthly),5000,2,49.6,4,0
CUST-5248,2025-10-26,Enterprise (Annual),25000,6,54.3,1,1
CUST-5249,2024-09-23,Startup (Monthly),5000,3,74.6,15,0
CUST-5250,2025-02-17,Startup (Monthly),5000,3,46.2,3,1
CUST-5251,2025-10-29,Startup (Monthly),5000,2,73.9,2,0
CUST-5252,2023-07-03,Startup (Monthly),5000,0,25.1,1,1
CUST-5253,2023-04-16,Startup (Monthly),5000,1,69.8,2,1
CUST-5254,2025-07-01,Startup (Monthly),5000,1,36.9,1,1
CUST-5255,2024-10-25,Startup (Monthly),5000,3,38.1,14,0
CUST-5256,2023-10-29,Enterprise (Annual),25000,3,30.0,26,0
CUST-5257,2025-01-09,Startup (Monthly),5000,5,76.4,11,0
CUST-5258,2025-11-15,Startup (Monthly),5000,2,64.1,1,0
CUST-5259,2024-01-04,Startup (Monthly),5000,0,92.5,21,1
CUST-5260,2024-06-12,Enterprise (Annual),25000,3,54.6,13,1
CUST-5261,2024-03-04,Enterprise (Annual),25000,1,39.8,22,0
CUST-5262,2025-02-19,Enterprise (Annual),25000,3,60.7,10,0
CUST-5263,2025-07-23,Startup (Monthly),5000,4,59.5,3,1
CUST-5264,2023-12-31,Startup (Monthly),5000,1,75.3,6,1
CUST-5265,2024-11-22,Enterprise (Annual),25000,1,60.5,13,0
CUST-5266,2025-07-24,Startup (Monthly),5000,2,39.3,5,0
CUST-5267,2025-04-05,Enterprise (Annual),25000,0,75.0,4,1
CUST-5268,2025-05-07,Startup (Monthly),5000,2,84.2,7,0
CUST-5269,2023-06-13,Enterprise (Annual),25000,6,81.1,18,1
CUST-5270,2025-02-03,Startup (Monthly),5000,2,17.4,2,1
CUST-5271,2025-10-01,Startup (Monthly),5000,4,68.3,3,0
CUST-5272,2025-06-21,Enterprise (Annual),25000,1,62.7,6,0
CUST-5273,2024-06-07,Enterprise (Annual),25000,0,58.6,13,1
CUST-5274,2025-11-27,Enterprise (Annual),25000,2,96.2,1,0
CUST-5275,2023-03-01,Startup (Monthly),5000,1,59.6,29,1
CUST-5276,2025-03-06,Startup (Monthly),5000,1,77.9,1,1
CUST-5277,2024-07-25,Startup (Monthly),5000,3,63.0,7,1
CUST-5278,2023-07-15,Startup (Monthly),5000,1,15.2,4,1
CUST-5279,2025-08-28,Startup (Monthly),5000,0,55.1,4,0
CUST-5280,2024-02-28,Enterprise (Annual),25000,0,64.4,22,0
CUST-5281,2024-08-27,Startup (Monthly),5000,2,16.6,2,1
CUST-5282,2024-08-03,Enterprise (Annual),25000,1,41.3,17,0
CUST-5283,2023-05-13,Startup (Monthly),5000,1,77.0,19,1
CUST-5284,2025-08-02,Enterprise (Annual),25000,2,69.0,5,0
CUST-5285,2025-03-22,Enterprise (Annual),25000,3,64.3,9,0
CUST-5286,2024-03-17,Startup (Monthly),5000,4,46.9,21,0
CUST-5287,2024-01-09,Startup (Monthly),5000,2,16.4,2,1
CUST-5288,2024-03-26,Startup (Monthly),5000,0,83.3,11,1
CUST-5289,2023-08-20,Startup (Monthly),5000,1,63.5,4,1
CUST-5290,2024-12-02,Startup (Monthly),5000,1,100.0,5,1
CUST-5291,2023-09-29,Enterprise (Annual),25000,4,96.8,27,0
CUST-5292,2025-07-15,Startup (Monthly),5000,5,49.6,3,1
CUST-5293,2025-11-05,Startup (Monthly),5000,5,77.6,1,0
CUST-5294,2023-03-19,Startup (Monthly),5000,3,24.7,6,1
CUST-5295,2024-07-01,Enterprise (Annual),25000,4,33.4,18,0
CUST-5296,2023-12-23,Enterprise (Annual),25000,2,16.1,7,1
CUST-5297,2023-05-22,Startup (Monthly),5000,1,56.4,1,1
CUST-5298,2025-06-02,Startup (Monthly),5000,2,64.7,7,0
CUST-5299,2024-05-28,Startup (Monthly),5000,1,58.7,3,1
CUST-5300,2024-03-05,Enterprise (Annual),25000,3,62.4,22,0
CUST-5301,2024-09-26,Startup (Monthly),5000,1,77.1,3,1
CUST-5302,2024-06-28,Startup (Monthly),5000,2,50.5,2,1
CUST-5303,2024-01-03,Enterprise (Annual),25000,2,61.5,24,0
CUST-5304,2023-02-19,Enterprise (Annual),25000,2,27.3,1,1
CUST-5305,2023-02-03,Startup (Monthly),5000,3,50.6,26,1
CUST-5306,2024-07-12,Enterprise (Annual),25000,3,80.5,17,0
CUST-5307,2023-01-01,Startup (Monthly),5000,2,98.1,24,1
CUST-5308,2024-09-19,Startup (Monthly),5000,1,51.3,2,1
CUST-5309,2025-10-16,Enterprise (Annual),25000,2,46.0,2,0
CUST-5310,2025-10-19,Startup (Monthly),5000,1,70.5,2,0
CUST-5311,2023-05-21,Enterprise (Annual),25000,3,94.8,31,0
CUST-5312,2024-06-18,Startup (Monthly),5000,2,72.7,18,0
CUST-5313,2025-06-08,Startup (Monthly),5000,2,47.9,6,0
CUST-5314,2025-05-30,Startup (Monthly),5000,0,40.7,7,0
CUST-5315,2025-12-30,Enterprise (Annual),25000,1,74.7,1,0
CUST-5316,2024-12-10,Startup (Monthly),5000,2,59.3,10,1
CUST-5317,2023-12-22,Startup (Monthly),5000,2,52.8,8,1
CUST-5318,2024-01-04,Enterprise (Annual),25000,2,53.1,24,0
CUST-5319,2024-08-25,Enterprise (Annual),25000,2,66.5,16,0
CUST-5320,2023-07-14,Startup (Monthly),5000,2,66.8,3,1
CUST-5321,2023-12-13,Startup (Monthly),5000,0,51.2,10,1
CUST-5322,2024-02-03,Startup (Monthly),5000,2,61.0,3,1
CUST-5323,2025-08-10,Enterprise (Annual),25000,4,62.1,4,0
CUST-5324,2023-04-29,Enterprise (Annual),25000,2,77.7,17,1
CUST-5325,2024-11-09,Startup (Monthly),5000,4,50.4,13,0
CUST-5326,2025-08-14,Startup (Monthly),5000,3,69.7,4,0
CUST-5327,2025-09-21,Startup (Monthly),5000,1,43.1,3,0
CUST-5328,2024-07-02,Startup (Monthly),5000,4,63.3,16,1
CUST-5329,2024-11-10,Enterprise (Annual),25000,1,57.4,13,0
CUST-5330,2023-05-12,Startup (Monthly),5000,3,58.2,9,1
CUST-5331,2025-11-08,Enterprise (Annual),25000,1,66.3,1,0
CUST-5332,2023-03-17,Startup (Monthly),5000,3,60.7,19,1
CUST-5333,2025-06-17,Startup (Monthly),5000,2,50.1,6,0
CUST-5334,2025-02-15,Startup (Monthly),5000,0,27.8,7,1
CUST-5335,2023-03-25,Startup (Monthly),5000,0,75.1,26,1
CUST-5336,2025-07-05,Enterprise (Annual),25000,3,68.4,6,0
CUST-5337,2024-08-25,Startup (Monthly),5000,2,76.2,1,1
CUST-5338,2023-04-19,Enterprise (Annual),25000,2,53.8,32,0
CUST-5339,2025-09-21,Enterprise (Annual),25000,3,52.6,3,0
CUST-5340,2024-03-16,Startup (Monthly),5000,2,62.4,18,1
CUST-5341,2025-11-30,Startup (Monthly),5000,0,51.1,1,0
CUST-5342,2023-10-11,Startup (Monthly),5000,1,86.4,2,1
CUST-5343,2023-02-16,Startup (Monthly),5000,2,74.3,2,1
CUST-5344,2025-08-20,Enterprise (Annual),25000,2,36.2,4,0
CUST-5345,2023-02-05,Enterprise (Annual),25000,0,75.1,35,0
CUST-5346,2025-11-24,Enterprise (Annual),25000,2,32.6,1,0
CUST-5347,2025-11-07,Startup (Monthly),5000,3,48.0,1,0
CUST-5348,2023-10-07,Startup (Monthly),5000,2,78.6,9,1
CUST-5349,2025-08-15,Startup (Monthly),5000,3,100.0,4,0
CUST-5350,2024-09-20,Enterprise (Annual),25000,1,48.9,9,1
CUST-5351,2023-03-27,Enterprise (Annual),25000,6,76.3,2,1
CUST-5352,2024-06-13,Startup (Monthly),5000,2,69.5,10,1
CUST-5353,2024-06-20,Startup (Monthly),5000,3,87.3,6,1
CUST-5354,2024-10-30,Startup (Monthly),5000,5,63.2,7,1
CUST-5355,2024-11-27,Startup (Monthly),5000,2,42.1,2,1
CUST-5356,2025-09-14,Enterprise (Annual),25000,0,23.0,3,0
CUST-5357,2023-04-03,Startup (Monthly),5000,1,46.1,4,1
CUST-5358,2025-02-04,Enterprise (Annual),25000,1,73.0,11,0
CUST-5359,2023-02-26,Startup (Monthly),5000,6,79.5,10,1
CUST-5360,2025-06-12,Enterprise (Annual),25000,1,76.2,4,1
CUST-5361,2025-10-13,Startup (Monthly),5000,0,78.0,2,0
CUST-5362,2024-08-15,Enterprise (Annual),25000,3,96.0,1,1
CUST-5363,2024-09-01,Startup (Monthly),5000,4,70.3,12,1
CUST-5364,2023-04-02,Startup (Monthly),5000,2,98.0,16,1
CUST-5365,2025-08-07,Startup (Monthly),5000,0,85.3,2,1
CUST-5366,2025-07-21,Enterprise (Annual),25000,0,61.8,5,0
CUST-5367,2025-05-19,Enterprise (Annual),25000,1,62.6,7,0
CUST-5368,2023-01-06,Startup (Monthly),5000,2,56.0,7,1
CUST-5369,2025-03-10,Enterprise (Annual),25000,1,87.8,4,1
CUST-5370,2024-03-05,Enterprise (Annual),25000,4,57.0,15,1
CUST-5371,2023-02-07,Startup (Monthly),5000,3,96.3,2,1
CUST-5372,2024-08-01,Startup (Monthly),5000,2,51.8,17,0
CUST-5373,2025-09-26,Startup (Monthly),5000,1,40.3,3,0
CUST-5374,2024-09-04,Startup (Monthly),5000,1,23.7,3,1
CUST-5375,2024-07-09,Enterprise (Annual),25000,3,67.2,18,0
CUST-5376,2025-05-16,Enterprise (Annual),25000,0,29.6,7,0
CUST-5377,2023-06-15,Enterprise (Annual),25000,3,98.3,19,1
CUST-5378,2023-11-23,Enterprise (Annual),25000,2,100.0,25,0
CUST-5379,2023-05-24,Enterprise (Annual),25000,3,45.2,31,0
CUST-5380,2023-12-16,Startup (Monthly),5000,1,100.0,18,1
CUST-5381,2024-04-25,Startup (Monthly),5000,2,55.6,20,0
CUST-5382,2025-09-13,Startup (Monthly),5000,1,25.0,3,0
CUST-5383,2023-12-27,Enterprise (Annual),25000,2,60.0,24,0
CUST-5384,2023-09-13,Enterprise (Annual),25000,3,49.1,28,0
CUST-5385,2025-06-04,Enterprise (Annual),25000,1,43.9,7,0
CUST-5386,2025-01-02,Startup (Monthly),5000,3,52.4,12,1
CUST-5387,2025-05-25,Startup (Monthly),5000,3,74.6,7,0
CUST-5388,2023-05-17,Startup (Monthly),5000,2,49.0,17,1
CUST-5389,2025-06-16,Enterprise (Annual),25000,6,52.9,6,0
CUST-5390,2023-01-21,Enterprise (Annual),25000,2,50.1,1,1
CUST-5391,2023-12-30,Startup (Monthly),5000,4,51.7,10,1
CUST-5392,2023-03-01,Startup (Monthly),5000,1,20.0,6,1
CUST-5393,2025-09-05,Enterprise (Annual),25000,0,88.9,3,0
CUST-5394,2024-06-28,Startup (Monthly),5000,1,61.2,15,1
CUST-5395,2024-01-24,Startup (Monthly),5000,0,56.0,23,0
CUST-5396,2024-07-05,Startup (Monthly),5000,2,61.7,1,1
CUST-5397,2025-07-05,Startup (Monthly),5000,5,69.4,2,1
CUST-5398,2025-11-27,Enterprise (Annual),25000,1,65.2,1,0
CUST-5399,2023-05-07,Startup (Monthly),5000,1,46.3,3,1
CUST-5400,2023-01-06,Startup (Monthly),5000,3,26.1,2,1
CUST-5401,2023-02-10,Startup (Monthly),5000,2,57.8,10,1
CUST-5402,2025-12-23,Startup (Monthly),5000,3,0.7,1,0
CUST-5403,2024-05-29,Enterprise (Annual),25000,4,57.7,19,0
CUST-5404,2024-09-17,Startup (Monthly),5000,4,45.2,15,0
CUST-5405,2023-08-20,Startup (Monthly),5000,1,51.2,1,1
CUST-5406,2023-11-10,Startup (Monthly),5000,1,100.0,6,1
CUST-5407,2025-04-24,Startup (Monthly),5000,1,48.8,8,0
CUST-5408,2025-08-14,Enterprise (Annual),25000,4,100.0,4,0
CUST-5409,2025-04-11,Enterprise (Annual),25000,1,43.9,8,0
CUST-5410,2024-10-10,Startup (Monthly),5000,2,88.6,8,1
CUST-5411,2023-04-23,Enterprise (Annual),25000,2,96.7,32,0
CUST-5412,2025-04-29,Startup (Monthly),5000,1,76.4,7,1
CUST-5413,2025-06-06,Startup (Monthly),5000,0,59.9,1,1
CUST-5414,2024-09-06,Startup (Monthly),5000,2,65.9,16,0
CUST-5415,2025-12-19,Startup (Monthly),5000,3,55.8,1,0
CUST-5416,2023-06-11,Enterprise (Annual),25000,4,66.8,31,0
CUST-5417,2024-07-12,Startup (Monthly),5000,0,9.7,1,1
CUST-5418,2025-11-24,Startup (Monthly),5000,2,53.6,1,0
CUST-5419,2024-02-11,Startup (Monthly),5000,3,37.9,18,1
CUST-5420,2023-01-09,Startup (Monthly),5000,2,84.9,24,1
CUST-5421,2025-02-27,Enterprise (Annual),25000,2,30.3,10,0
CUST-5422,2025-09-18,Enterprise (Annual),25000,4,59.5,3,0
CUST-5423,2023-09-06,Enterprise (Annual),25000,2,57.6,7,1
CUST-5424,2023-05-06,Startup (Monthly),5000,2,50.1,10,1
CUST-5425,2025-09-09,Startup (Monthly),5000,1,52.5,3,0
CUST-5426,2024-03-08,Enterprise (Annual),25000,1,79.4,4,1
CUST-5427,2023-02-23,Enterprise (Annual),25000,3,35.5,32,1
CUST-5428,2023-10-17,Startup (Monthly),5000,2,74.8,20,1
CUST-5429,2025-10-29,Startup (Monthly),5000,3,49.7,2,0
CUST-5430,2024-08-14,Startup (Monthly),5000,1,79.0,16,0
CUST-5431,2023-11-27,Startup (Monthly),5000,3,71.1,25,0
CUST-5432,2024-02-13,Startup (Monthly),5000,4,71.4,4,1
CUST-5433,2024-02-02,Startup (Monthly),5000,3,50.6,23,0
CUST-5434,2025-10-14,Enterprise (Annual),25000,2,98.0,2,0
CUST-5435,2024-01-24,Enterprise (Annual),25000,2,42.7,23,0
CUST-5436,2023-06-21,Enterprise (Annual),25000,1,85.8,30,0
CUST-5437,2024-07-22,Enterprise (Annual),25000,2,48.8,15,1
CUST-5438,2023-11-11,Startup (Monthly),5000,2,85.0,26,0
CUST-5439,2024-04-03,Enterprise (Annual),25000,5,68.1,4,1
CUST-5440,2023-10-31,Startup (Monthly),5000,0,23.6,10,1
CUST-5441,2023-02-28,Startup (Monthly),5000,5,84.4,2,1
CUST-5442,2024-09-10,Startup (Monthly),5000,4,51.2,15,1
CUST-5443,2025-03-06,Startup (Monthly),5000,1,80.3,5,1
CUST-5444,2023-04-30,Startup (Monthly),5000,2,100.0,7,1
CUST-5445,2025-05-15,Startup (Monthly),5000,2,0.5,2,1
CUST-5446,2024-02-02,Startup (Monthly),5000,1,42.2,23,0
CUST-5447,2025-12-22,Startup (Monthly),5000,4,34.0,1,0
CUST-5448,2023-10-11,Startup (Monthly),5000,2,73.7,18,1
CUST-5449,2023-03-02,Startup (Monthly),5000,6,60.8,1,1
CUST-5450,2025-11-01,Startup (Monthly),5000,1,59.4,2,0
CUST-5451,2025-04-17,Startup (Monthly),5000,3,66.4,1,1
CUST-5452,2025-07-05,Startup (Monthly),5000,2,57.5,5,1
CUST-5453,2025-10-30,Startup (Monthly),5000,1,71.1,2,1
CUST-5454,2025-03-07,Startup (Monthly),5000,1,66.2,10,0
CUST-5455,2025-11-04,Enterprise (Annual),25000,1,45.8,1,0
CUST-5456,2024-03-22,Startup (Monthly),5000,3,100.0,21,0
CUST-5457,2023-01-06,Startup (Monthly),5000,1,39.5,17,1
CUST-5458,2025-11-02,Enterprise (Annual),25000,2,47.6,2,0
CUST-5459,2023-09-14,Startup (Monthly),5000,2,57.0,13,1
CUST-5460,2023-06-27,Enterprise (Annual),25000,0,70.0,30,0
CUST-5461,2024-09-30,Enterprise (Annual),25000,2,67.9,3,1
CUST-5462,2023-12-28,Startup (Monthly),5000,3,73.7,24,1
CUST-5463,2025-05-11,Startup (Monthly),5000,4,72.0,7,1
CUST-5464,2025-02-23,Enterprise (Annual),25000,0,47.4,10,0
CUST-5465,2025-01-15,Enterprise (Annual),25000,1,36.5,11,0
CUST-5466,2023-05-28,Startup (Monthly),5000,2,40.4,11,1
CUST-5467,2023-05-13,Startup (Monthly),5000,2,72.6,29,1
CUST-5468,2023-03-18,Enterprise (Annual),25000,2,35.6,34,0
CUST-5469,2024-05-07,Enterprise (Annual),25000,4,39.7,20,0
CUST-5470,2023-09-02,Enterprise (Annual),25000,2,32.1,28,0
CUST-5471,2025-07-23,Enterprise (Annual),25000,2,83.6,5,0
CUST-5472,2023-03-27,Startup (Monthly),5000,3,19.1,1,1
CUST-5473,2025-11-01,Startup (Monthly),5000,1,59.2,1,1
CUST-5474,2024-08-05,Enterprise (Annual),25000,3,58.2,17,0
CUST-5475,2025-08-08,Startup (Monthly),5000,0,44.2,4,0
CUST-5476,2023-08-20,Startup (Monthly),5000,1,46.5,15,1
CUST-5477,2024-06-26,Enterprise (Annual),25000,3,61.6,3,1
CUST-5478,2024-08-15,Startup (Monthly),5000,2,57.6,3,1
CUST-5479,2023-08-08,Startup (Monthly),5000,1,76.9,5,1
CUST-5480,2023-11-18,Enterprise (Annual),25000,2,60.9,20,1
CUST-5481,2025-10-24,Enterprise (Annual),25000,3,74.4,2,0
CUST-5482,2025-09-12,Startup (Monthly),5000,1,54.6,1,1
CUST-5483,2025-07-02,Enterprise (Annual),25000,1,65.1,6,0
CUST-5484,2025-06-11,Startup (Monthly),5000,3,46.3,6,0
CUST-5485,2024-09-16,Enterprise (Annual),25000,1,85.9,15,0
CUST-5486,2025-06-28,Startup (Monthly),5000,0,80.9,5,1
CUST-5487,2024-09-27,Enterprise (Annual),25000,2,40.5,15,0
CUST-5488,2025-06-26,Enterprise (Annual),25000,2,85.2,6,0
CUST-5489,2024-09-03,Startup (Monthly),5000,1,53.0,8,1
CUST-5490,2024-11-05,Startup (Monthly),5000,2,68.7,14,0
CUST-5491,2023-04-27,Enterprise (Annual),25000,1,45.2,22,1
CUST-5492,2025-01-18,Startup (Monthly),5000,3,73.2,5,1
CUST-5493,2025-04-22,Enterprise (Annual),25000,3,30.9,8,0
CUST-5494,2025-05-15,Enterprise (Annual),25000,3,85.1,6,1
CUST-5495,2024-01-25,Startup (Monthly),5000,1,23.9,3,1
CUST-5496,2023-06-04,Startup (Monthly),5000,2,100.0,12,1
CUST-5497,2023-06-01,Startup (Monthly),5000,2,66.6,1,1
CUST-5498,2024-10-09,Startup (Monthly),5000,4,76.4,5,1
CUST-5499,2023-09-13,Enterprise (Annual),25000,2,49.5,5,1
CUST-5500,2023-12-22,Startup (Monthly),5000,2,59.5,5,1
CUST-5501,2025-09-25,Enterprise (Annual),25000,1,54.9,3,0
CUST-5502,2024-03-06,Startup (Monthly),5000,0,39.0,2,1
CUST-5503,2023-09-08,Enterprise (Annual),25000,1,69.7,28,0
CUST-5504,2023-04-05,Enterprise (Annual),25000,3,61.8,33,0
CUST-5505,2025-02-22,Startup (Monthly),5000,2,45.6,2,1
CUST-5506,2023-04-01,Startup (Monthly),5000,1,43.6,6,1
CUST-5507,2025-11-03,Enterprise (Annual),25000,1,51.7,1,0
CUST-5508,2024-12-01,Startup (Monthly),5000,1,60.6,4,1
CUST-5509,2024-07-01,Startup (Monthly),5000,0,28.6,2,1
CUST-5510,2023-02-13,Startup (Monthly),5000,1,85.0,27,1
CUST-5511,2024-11-17,Startup (Monthly),5000,2,56.4,3,1
CUST-5512,2023-10-15,Startup (Monthly),5000,1,46.1,26,1
CUST-5513,2026-01-01,Enterprise (Annual),25000,2,54.0,1,0
CUST-5514,2024-04-27,Enterprise (Annual),25000,0,71.7,3,1
CUST-5515,2023-11-02,Startup (Monthly),5000,4,9.4,3,1
CUST-5516,2025-08-16,Enterprise (Annual),25000,3,92.3,4,0
CUST-5517,2024-12-22,Startup (Monthly),5000,2,89.2,12,0
CUST-5518,2023-11-23,Startup (Monthly),5000,2,18.4,1,1
CUST-5519,2023-01-27,Startup (Monthly),5000,2,57.7,5,1
CUST-5520,2024-11-08,Startup (Monthly),5000,5,64.4,5,1
CUST-5521,2023-05-05,Enterprise (Annual),25000,1,51.9,25,1
CUST-5522,2023-01-24,Enterprise (Annual),25000,3,72.2,20,1
CUST-5523,2025-10-08,Enterprise (Annual),25000,5,43.0,2,0
CUST-5524,2025-09-16,Enterprise (Annual),25000,0,28.6,1,1
CUST-5525,2023-07-04,Startup (Monthly),5000,1,37.0,3,1
CUST-5526,2024-08-22,Startup (Monthly),5000,1,67.8,13,1
CUST-5527,2025-12-05,Startup (Monthly),5000,3,76.1,1,0
CUST-5528,2024-01-15,Enterprise (Annual),25000,1,71.6,23,0
CUST-5529,2024-05-31,Enterprise (Annual),25000,4,67.9,19,0
CUST-5530,2025-04-12,Enterprise (Annual),25000,3,71.4,8,0
CUST-5531,2023-12-09,Startup (Monthly),5000,3,71.0,4,1
CUST-5532,2024-04-17,Enterprise (Annual),25000,1,77.8,20,0
CUST-5533,2024-01-01,Enterprise (Annual),25000,0,53.4,24,0
CUST-5534,2024-06-29,Enterprise (Annual),25000,4,33.8,9,1
CUST-5535,2025-03-06,Startup (Monthly),5000,1,69.3,10,0
CUST-5536,2024-11-23,Enterprise (Annual),25000,1,76.4,13,0
CUST-5537,2024-09-12,Startup (Monthly),5000,3,60.9,5,1
CUST-5538,2025-08-02,Enterprise (Annual),25000,2,78.9,5,0
CUST-5539,2025-02-10,Startup (Monthly),5000,5,51.0,3,1
CUST-5540,2023-07-18,Startup (Monthly),5000,3,40.8,22,1
CUST-5541,2024-02-01,Startup (Monthly),5000,2,73.8,18,1
CUST-5542,2024-08-30,Enterprise (Annual),25000,2,97.8,16,0
